OUTLET NAME,MERCHANT NAME,ADDRESS1,ADDRESS2,AREA,CITY,PINCODE,STATE,NEW CATEGORY,ENABLED WITH BQR CODE
New Super Bazar,New Super Bazar,Sai Regancy Ground Floor,Rajendra Nagar Piyush Apartment Shivaji  University  Rd Dr Kadhmini  Clinic,Rajendra Nagar,Kolhapur,416008,Maharashtra,SUPER MARKET,YES
Adarsh Dairy,Baliram Pandu Madhvi,Shop No 1 Kanhai Arcade,Plot No 345,Cbd Belapur,Navi Mumbai,400614,Maharashtra,FAST FOOD,YES
Gurukrupa Snacks,Baliram Pandu Madhvi,Shop No 2 Plot,No B 84 Near,Belapur,Navi Mumbai,400614,Maharashtra,FAST FOOD,YES
A 1 Quality Store,Vidhi Batheja,B 110,Sukh Sagar Valley,Gwarighat,Jabalpur,482008,Madhya Pradesh,SUPER MARKET,YES
A 1 Quality Store,Vidhi Batheja,Sukh Sagar Valley,Narmda Road,Polipathar,Jabalpur,482008,Madhya Pradesh,SUPER MARKET,YES
A 1 Quality Store,Vidhi Batheja,Sneh Nagar Road,Garha Road,Madan Mahal,Jabalpur,482002,Madhya Pradesh,SUPER MARKET,YES
Stop And Shop,Stop And Shop,A 660 Gtb Nagar Karely,Karely,Karely,Allahabad,211016,Uttar Pradesh,SUPER MARKET,YES
Namaste Flavours,Vedha Hospitality,At Metro Station Gate No 2 Sector 4 Vaishali,Metro Station,Vaishali,Ghaziabad,201010,Uttar Pradesh,FAST FOOD,YES
Balaji Barbeque Chinese Corner,Sagar Bishwakarma,Shop No 5 Hilton Tower Near Hanuman Mandir,Sher E Punjab,Andheri East,Mumbai,400093,Maharashtra,FAST FOOD,YES
Sai Krupa Hotel,Sahadev Laxman Mane,Shop No 1 Near Vidya,Public School Sector 20,Cbd Belapur,Navi Mumbai,400614,Maharashtra,FAST FOOD,YES
The Waves Cafe,The Byke Hospitality Limited,The Byke Old Anchor 1,Cavelossim Beach Mobor Beach,Goa South,Goa,403731,Goa,FAST FOOD,YES
The Waves Cafe,The Byke Hospitality Limited,The Byke Royal Pearl 1630 Grand Chivar Village 1,Panchayat Road Opp Vagator,Goa North,Goa,403509,Goa,FAST FOOD,YES
The Waves Cafe,The Byke Hospitality Limited,The Byke Brightland 1,Maulana Azad Rd,Matheran,Raigarh,410102,Maharashtra,FAST FOOD,YES
The Waves Cafe,The Byke Hospitality Limited,The Byke Heritage 1,Mg Rd,Matheran,Raigarh,410102,Maharashtra,FAST FOOD,YES
The Waves Cafe,The Byke Hospitality Limited,The Byke Suraj Plaza 3,Saibaba Vihar Complex Ghodbunder Rd Anand Nagar,Thane,Thane,400615,Maharashtra,FAST FOOD,YES
The Waves Cafe,The Byke Hospitality Limited,The Byke Studio Apartment 1,Saibaba Vihar Complex Ghodbunder Rd Anand Nagar,Thane,Thane,400615,Maharashtra,FAST FOOD,YES
The Waves Cafe,The Byke Hospitality Limited,The Byke Shanti Villa 1,Near Telephone Exchange,Mahabaleshwar,Mahabaleshwar,412806,Maharashtra,FAST FOOD,YES
The Waves Cafe,The Byke Hospitality Limited,The Byke Majestic 1,Jain Temple Opposite Nakoda Dham Dhekale,Palghar,Palghar,401102,Maharashtra,FAST FOOD,YES
Madeena Hyper Market,Freshious Foods,Mla Road,Chandirror,Ezhupunna,Alappuzha,688537,Kerala,SUPER MARKET,YES
Madeena Hyper Market,Freshious Foods,No 33 Nh 47,Ezhupunna,Eramalloor,Cherthala,688537,Kerala,SUPER MARKET,YES
Madeena Hyper Market,Freshious Foods,Arookutty Road,Vaduthala,Cherthala,Cherthala,688537,Kerala,SUPER MARKET,YES
Madeena Hyper Market,Freshious Foods,N0 664,Ezhupunna South,Ezhupunna,Alleppey,688535,Kerala,SUPER MARKET,YES
Madeena Hyper Market,Freshious Foods,Old Nh,Near Central Juma Masjid,Aroor,Cherthala,688537,Kerala,SUPER MARKET,YES
Madeena Hyper Market,Freshious Foods,Kollassery Road,Kollassery Road,Palluruthy,Kochi,682006,Kerala,SUPER MARKET,YES
Lickees,Lickees,Road No 5,Durga Bhavani Nagar,Jubilee Hills,Hyderabad,500033,Telangana,FAST FOOD,YES
Amore Gelato And Sorbetto,Shabdha Ventures,No 59 A Ground Floor Consisting Of 3 Commerical Gala S Situated,1st Main Road 5th Cross,Saraswathipuram,Mysore,570009,Karnataka,FAST FOOD,YES
Laziz Pizza,Laziz Pizza,Laziz Pizza,Bajpe  Main Road,Kuntikan,Mangalore,575008,Karnataka,FAST FOOD,YES
Laziz Pizza,Laziz Pizza,Shop No 8 Ground Floor No 7 119 39 1,Janapriya Arcade Nh 73 Dakshin Kannada,Padil,Mangalore,575007,Karnataka,FAST FOOD,YES
Laziz Pizza,Laziz Pizza,Door No 6 Lotus Dham Building,No 17 696 5 Mannagudda Road,Gandhinagar,Mangalore,575003,Karnataka,FAST FOOD,YES
Laziz Pizza,Laziz Pizza,Near Kmc,Vaidyanath Nagar,Attavar,Mangalore,575001,Karnataka,FAST FOOD,YES
Laziz Pizza,Laziz Pizza,Door No 3 127 5,Derlakatte,Belma,Mangalore,575017,Karnataka,FAST FOOD,YES
I Fresh,I Fresh,No 25,7th Main 2nd Stage,Btm Layout,Bangalore,560076,Karnataka,SUPER MARKET,YES
The D Pizza,Dev Enterprise,1 Floor Shop No 101 102 Utsav Building,Galani Park,Nana Varachha,Surat,395006,Gujarat,FAST FOOD,YES
The D Pizza,Maa Foods,1 St Floor Shop No 03 04 05 House No 3053 Old New Sanskruti Excell,Jamalpore,Gandavi Road,Navsari,396445,Gujarat,FAST FOOD,YES
Nikitha Food Point,Nataraj S,Aveva Solution India Llp 2nd Floor Survey No 15 1a,Salarpuria Touchstone Varthur Hobli,Kadubessanahalli,Bangalore,560103,Karnataka,CANTEEN / CATERERS,YES
Rs Enterprise,Rs Enterprise,9 West Ghoshpara Road,Shyamnagar Kalibari,Ward 22,Shyamnagar,743127,West Bengal,FAST FOOD,YES
Rs Enterprise,Rs Enterprise,80521,Mulazore Road,Kankinara,Kolkata,743126,West Bengal,FAST FOOD,YES
Amrutham Adda,Dollar Club,Yousafguda,Womens Cooperative Society,Yousafguda,Hyderabad,500045,Telangana,FAST FOOD,YES
Amrutham Adda Juice Point,Dollar Club,Yousafguda,Womens Cooperative Society,Yousafguda,Hyderabad,500045,Telangana,FAST FOOD,YES
Guru Super Market,Guru Super Market,No 7 27,Kamber Street Nh Ii Maraimalai Nagar,Kanchipuram,Kanchipuram,603209,Tamil Nadu,SUPER MARKET,YES
Guru Super Market,Guru Super Market,No 12 6,Lig Nh1 Ottakoothar Street Maraimalainagar,Maraimalainagar,Chennai,603202,Tamil Nadu,SUPER MARKET,YES
The D Pizza,Honey Enterprise,Ground Floor Shop No 11,The Palace,Parvat Patiya,Surat,395010,Gujarat,FAST FOOD,YES
Coffee Square,Shivani Enterprises,Ground Floor 5022 4828 115871 1 Shivani,Turuvanur Road,Gowda Layout Park,Chitradurga,577501,Karnataka,FAST FOOD,YES
The D Pizza,Ambika Cafe,Shop No 2 Mangal Murti Heights,Near Wagheshwar Palace,Wagholi,Pune,412207,Maharashtra,FAST FOOD,YES
As Anbu Sweets And Bakery,Medavakkam Anbu Sweets,No 4 857 Gurusamy Nadar Complex,Perumbakkam Main Road,Medavakkam,Chennai,600100,Tamil Nadu,FAST FOOD,YES
As Anbu Sweets And Bakery,Medavakkam Anbu Sweets,No 11 29 Nagappa Naicker Complex,Velachery Main Road,Medavakkam,Chennai,600100,Tamil Nadu,FAST FOOD,YES
As Anbu Sweets And Bakery,Medavakkam Anbu Sweets,No 11 22 Dhanabackiyam Complex,Velacherry Main Road,Medavakkam,Chennai,600100,Tamil Nadu,FAST FOOD,YES
As Anbu Sweets And Bakery,Medavakkam Anbu Sweets,Plot No 6,Medavakkam To Mambakkam Main Road,Medavakkam,Chennai,600100,Tamil Nadu,FAST FOOD,YES
As Anbu Sweets And Bakery,Medavakkam Anbu Sweets,Plot No 1a Aathiyammal Complex,Nookampalaym Main Road,Perumbakkam,Chennai,600100,Tamil Nadu,FAST FOOD,YES
As Anbu Sweets And Bakery,Medavakkam Anbu Sweets,No 95,Nookampalayam Road,Perumbakkam,Chennai,600100,Tamil Nadu,FAST FOOD,YES
As Anbu Sweets And Bakery,Medavakkam Anbu Sweets,No 6 6,Old Mahapalipuram Raod,Navalur,Chennai,600130,Tamil Nadu,FAST FOOD,YES
As Anbu Sweets And Bakery,Medavakkam Anbu Sweets,No 8,Mambakkam Road,Medavakkam,Chennai,600100,Tamil Nadu,FAST FOOD,YES
As Anbu Sweets And Bakery,Medavakkam Anbu Sweets,No 28,Velachery Main Road,Medavakkam,Chennai,600100,Tamil Nadu,FAST FOOD,YES
As Anbu Sweets And Bakery,Medavakkam Anbu Sweets,No 4 40  Sholinganallur Main Road,Pudhu Nagar,Medavakkam,Chennai,600100,Tamil Nadu,FAST FOOD,YES
Scandy,Scandy,North Park Street,Opposite To Grace Supermarket,Ambattur,Chennai,600053,Tamil Nadu,FAST FOOD,YES
Scandy,Scandy,Sipcot Industrial Park,Laxmipuram Road,Irungattukottai,Chennai,602117,Tamil Nadu,FAST FOOD,YES
Tihar Flavours Of Jail,Debabrata Saha,Near Icici Bank Of Nexa Showroom,Milan Charkra,Milan Charkra,Agartala,799003,Tripura,FAST FOOD,YES
Shreyas Caterers,Shreyas Caterers,Vee Healthtek Private Limited,5th Floor Sona Towers 71 Millers Road Near Manipal Hospital,Vasanth Nagar,Bangalore,560052,Karnataka,CANTEEN / CATERERS,YES
Parag Super Mart,Vishnu Mahesh Patel,Shop No 1 Plot No 13,Mayur Chs Tarun Bharat Society,Chakala Andheri East,Mumbai,400099,Maharashtra,SUPER MARKET,YES
Flavors,Flavors,Ground Floor No 101,Concept Comfort 6 3 Cross Msr Road,Matikere,Bangalore,560054,Karnataka,FAST FOOD,YES
Take N Taste,Take N Taste,Omnicom,Rmz Spire T110,Raidurg,Hyderabad,500081,Telangana,CANTEEN / CATERERS,YES
Bihari Thela,Flavours 36 Plus,Barasat Barrackpore Road,Noapara Near Suvokhan Wedding Hall,Barasat 2,North 24 Parganas,700125,West Bengal,FAST FOOD,YES
Bihari Thela,Flavours 36 Plus,Gita Market,Champadali Barasat,Barasat 3,Kolkata,700124,West Bengal,FAST FOOD,YES
Momo Mania,Flavours 36 Plus,Barrackpore Road Noapara,Near Suvokhan Wedding Hall Barasat,Barasat 1,North 24 Parganas,700125,West Bengal,FAST FOOD,YES
Amutham Metro Mart,Amutham Metro Mart,No 28,Gandhai Nagar Ullur Thanjavur,Ullur,Thanjavur,612001,Tamil Nadu,SUPER MARKET,YES
Amutham Metro Mart,Amutham Metro Mart,No 46,Rail Nagar Vilar Road,Thanjavur,Thanjavur,613006,Tamil Nadu,SUPER MARKET,YES
88 China Town,88 China Town Chaines Food Corner,Shop No 12 B Mira Vihar A4 Chsl Mira Bhayander Rd,Mig Complex Near Poonam Garden,Mira Road East,Thane,401107,Maharashtra,FAST FOOD,YES
Genx,Nrusingha Charan Sahoo,Biju Patnayak Chowk Tulasipur,Chowk Tulasipur,Tulasipur,Cuttack,753008,Orissa,SUPER MARKET,YES
Genx,Nrusingha Charan Sahoo,Bauri Sahi Panchamukhi Hanuman Mandir,Hanuman Mandir,Bidanasi,Cuttack,753008,Orissa,SUPER MARKET,YES
Genx,Nrusingha Charan Sahoo,Boxi Bazar Cuttack,Bazar Boxi,Boxi Bazar,Cuttack,753001,Orissa,SUPER MARKET,YES
Genx,Nrusingha Charan Sahoo,Plot No 567 Unit No 7 Uttar Tulasipur,Uttar Tulasipur,Tulasipur,Cuttack,753008,Orissa,SUPER MARKET,YES
The D Pizza,Taste Quest Restaurants Llp,S No 17 4 A Ground Floor,Ivana Datta Mandir,Wakad,Pune,411057,Maharashtra,FAST FOOD,YES
Jayam Home Foods,Jayalakshmi,No 79 1,Madurai Road Main Sivaganga,Sivaganga,Sivagangai,630561,Tamil Nadu,FAST FOOD,YES
Jayam Home Foods,Jayalakshmi,No 1,Madurai Main Road Madurai Mukku Sivaganga,Sivaganga,Sivagangai,630561,Tamil Nadu,FAST FOOD,YES
Ar Store,Rita Devi Rauth,Ward No 16,Khalilpur,Khalilpur,Dhubri,783325,Assam,SUPER MARKET,YES
Ar Store,Rita Devi Rauth,Near Dhubri Stadium Jhargarpur Park,Jhargarpur Park,Jhargarpur,Dhubri,783324,Assam,SUPER MARKET,YES
Madhur Mart,Madhur Mart,No 4 829 B,Soolakarai Virudhunagar,Virudhunagar,Virudhunagar,626003,Tamil Nadu,SUPER MARKET,YES
Namma Kalanjiyam Supermarket,Namma Kalanjiyam Supermarket,No 1401 94 Old Mahabalipuram Road,Thaiyoor Elavanthangal,Kelambakkam,Chengalpattu,603103,Tamil Nadu,SUPER MARKET,YES
Golden Plate Mandi,Golden Plate Mandi,Plot No 416 Opp Sbi,Lb Nagar Chintalakunta,Lb Nagar,Ranga Reddy,500074,Telangana,FAST FOOD,YES
Golden Plate Tiffin S,Golden Plate Mandi,Suvidha Arcade,Kamala Nagar,Lb Nagar,Hyderabad,500074,Telangana,FAST FOOD,YES
Mamas 4am Kitchen,Golden Plate Mandi,Suvidha Arcade,Kamala Nagar,Lb Nagar,Hyderabad,500074,Telangana,FAST FOOD,YES
H K F C Mart,H K F C Mart,No 10c Old No 18 4282,Opp Railway Station,Old Bm Road,Ramanagar,562159,Karnataka,SUPER MARKET,YES
A Mart,A Mart,Janjar No 184 Property No 147,Site No 13 Lalithadri Nagar Mysuru,Alanahalli Main Road,Mysore,570028,Karnataka,SUPER MARKET,YES
Mk Fresh Fruits And Vegetables,Mk Fresh Fruits And Vegetables,No 77 Ground Floor Malleshpalya,Near Roti Satkar Vignan Nagar,Kaggadasapura,Bangalore,560075,Karnataka,SUPER MARKET,YES
Halli Mart,Krishiv Enterprises,No 53,Ward 34,Saraswathipuram,Chitradurga,577501,Karnataka,SUPER MARKET,YES
S2 Bazaar,S2 Bazaar,Mauniya Chowk,Ward No 16 Gopalganj,Mauniya Ch,Gopalganj,841428,Bihar,SUPER MARKET,YES
S2 Bazaar,S2 Bazaar,Banjiri Road Near Police,Line Gopalganj,Police Line,Gopalganj,841428,Bihar,SUPER MARKET,YES
S2 Bazaar,S2 Bazaar,Anshu Marriage Hall,Nh 27 Goplaganj,Nh 27,Gopalganj,841428,Bihar,SUPER MARKET,YES
The Old Delhi,K M Foods,Ground Floor B 17 Rdc Near Dcb Bank Raj Nagar,Raj Nagar,Raj Nagar,Ghaziabad,201002,Uttar Pradesh,FAST FOOD,YES
Polar Bear,Ko Enterprises,No 2 2 1,Ramaswamy Layout,Vilankurichi,Coimbatore,641035,Tamil Nadu,FAST FOOD,YES
Polar Bear,Ko Enterprises,No 777 44a Door No 11 1 Ground Floor,Nehru Nagar East,Kalapatti,Coimbatore,641048,Tamil Nadu,FAST FOOD,YES
Polar Bear,Ko Enterprises,No 9 875,Siruvani Main Road,Pachapalayam,Coimbatore,641010,Tamil Nadu,FAST FOOD,YES
Coffee Bite,Shashikumar K K,No  J C R  Extent Main Road,Near Forest Office,Vijayanaagara,Chitradurga,577501,Karnataka,FAST FOOD,YES
Fresh Zone,Mandarthi Kitchen,Conduent Business Services India Llp,No 40 Pattandur Agrahara,Whitefield,Bangalore,560066,Karnataka,CANTEEN / CATERERS,YES
Lassi Shop,Sahim Uddin,Parijathva   Bellendur Near,Shop Marvella Appartment,Green Glan Layout,Bangalore,560103,Karnataka,FAST FOOD,YES
New Golden Super Market,New Golden Super Market,No 8 213 E Vandalur Walajabad Highway,Near Padappai Bus Stop,Padappai,Kanchipuram,601301,Tamil Nadu,SUPER MARKET,YES
Jothis Apple Super Market,Jothis Apple Super Market,No 156,Athani Road Sathyamangalam,Sathyamangalam,Erode,638401,Tamil Nadu,SUPER MARKET,YES
Jothis Apple Super Market,Jothis Apple Super Market,No 133,Bhavani Main Road Sathyamangalam,Sathyamangalam,Sathyamangalam,638401,Tamil Nadu,SUPER MARKET,YES
Chaap N Grill,D2s2 Foods Llp,Highway,Jansala,Chandigarh Patiala,Patiala,140601,Punjab,FAST FOOD,YES
Chai Nagri,D2s2 Foods Llp,A 120 E Spangle Heights Rajpura Zirakpur Mohali,Spangle Heights,Zirakpur,Sas Nagar,140603,Punjab,FAST FOOD,YES
Chai Nagri,D2s2 Foods Llp,Chandigarh Patiala,Highway,Jansala,Patiala,140601,Punjab,FAST FOOD,YES
Chai Nagri,D2s2 Foods Llp,Pinjore Nalagarh Highway,Atal Shiksha Kunj,Kalu Jhanda,Solan,174103,Himachal Pradesh,FAST FOOD,YES
Chai Nagri,D2s2 Foods Llp,Sco 328a,Himalaya Marg,Sector 35,Chandigarh,160022,Chandigarh,FAST FOOD,YES
Chai Nagri,D2s2 Foods Llp,Mehta Road,Opp Shri Gururam Das University,Vallah,Amritsar,143501,Punjab,FAST FOOD,YES
Chai Nagri,D2s2 Foods Llp,National Highway 64,Housefed Society,Banur,Patiala,140601,Punjab,FAST FOOD,YES
Chai Nagri,D2s2 Foods Llp,Near Icici Bank,Bhagta Bhai Ka,Bajakhana Road,Dayalpura Mirza,151206,Punjab,FAST FOOD,YES
Chai Nagri,D2s2 Foods Llp,Nh 05,Ludhiana Chandigarh Higway,Chandigarh Univeristy,Chandigarh,140413,Punjab,FAST FOOD,YES
Chai Nagri,D2s2 Foods Llp,Shop No 18,Opp Janak Hotel,Puda Complex,Ferozpur,152002,Punjab,FAST FOOD,YES
Chai Nagri,D2s2 Foods Llp,Gurunanak Univ,Hall No 10,Ut Market,Amritsar,143001,Punjab,FAST FOOD,YES
Chai Nagri,D2s2 Foods Llp,Gt Road,Jalandhar Delhi Higway,Lpu University,Jalandhar,144001,Punjab,FAST FOOD,YES
Chai Nagri,D2s2 Foods Llp,Sco 138 D Block,New Pizzeria Market,Ranjit Avenue,Amritsar,143001,Punjab,FAST FOOD,YES
Chai Nagri,D2s2 Foods Llp,Sco 7,Cos Shopping Arcade,Thapar Institute,Patiala,147004,Punjab,FAST FOOD,YES
Chai Nagri,D2s2 Foods Llp,K B Road 1,K B Road 2,K B Road New,Jorhat,785001,Assam,FAST FOOD,YES
Chai Nagri,D2s2 Foods Llp,Shop No 6,Alaknanda Complex,Mp Nagar,Bhopal,462023,Madhya Pradesh,FAST FOOD,YES
Chai Nagri,D2s2 Foods Llp,Roadways,Opp Dm Residense,Near Church,Bijnor,246701,Uttar Pradesh,FAST FOOD,YES
Chai Nagri,D2s2 Foods Llp,Near Bajaj Agency,Main Road,Syndicate Cn,Buxar,802101,Bihar,FAST FOOD,YES
Chai Nagri,D2s2 Foods Llp,Central Market Road,Sector 7,Shastri Nagar,Meerut,250004,Uttar Pradesh,FAST FOOD,YES
Chai Nagri,D2s2 Foods Llp,Phase 2,High Street Chowk,Ram Ganga Vihar,Moradabad,244001,Uttar Pradesh,FAST FOOD,YES
Chai Nagri,D2s2 Foods Llp,Cn 390,Model Town,Subhash Nagar,Rohtak,124001,Haryana,FAST FOOD,YES
Chai Nagri,D2s2 Foods Llp,Dr Rajgopal Road,Sanjay Nagar Main Road,Geddlahalli,Bangalore,560094,Karnataka,FAST FOOD,YES
Chai Nagri,D2s2 Foods Llp,Delhi Road,T P Scheme,Vivekanand Chowk,Sonepat,131001,Haryana,FAST FOOD,YES
Chai Nagri,D2s2 Foods Llp,Dhar,Shop No 31 4,Bhojpur Mandi,Mandi,175002,Himachal Pradesh,FAST FOOD,YES
Chai Nagri,D2s2 Foods Llp,Opal Tower,Ground Floor,Poorna Paragna Society,Bangalore,560061,Karnataka,FAST FOOD,YES
Chai Nagri,D2s2 Foods Llp,Nh 9,Delhi Road,Teerthanker Mahaveer University,Moradabad,244001,Uttar Pradesh,FAST FOOD,YES
Chai Nagri,D2s2 Foods Llp,Pillar No 1200 Ground Floor,The Cent Hotel,Lakdikapul,Hyderabad,500004,Telangana,FAST FOOD,YES
Chai Nagri,D2s2 Foods Llp,Main Market Part 1,Opp Bsnl Exchange,Rishi Nagar,Amritsar,143001,Punjab,FAST FOOD,YES
Chai Nagri,D2s2 Foods Llp,Opp Novelty Tvs,Mohindra Avenue,Mahindera Colony,Amritsar,143401,Punjab,FAST FOOD,YES
Chai Nagri,D2s2 Foods Llp,Shop No 102,Global Business Hub,Kharadi,Pune,411014,Maharashtra,FAST FOOD,YES
Chai Nagri,D2s2 Foods Llp,80 Feet Road,S T Bed,Koramangala,Bangalore,560034,Karnataka,FAST FOOD,YES
House Of Kulcha,D2s2 Foods Llp,Jansala,Chandigarh Patiala,Highway,Patiala,140601,Punjab,FAST FOOD,YES
Ruchis Family Restaurant,Sree Manjula Enterprises,Near Rto Office Road,Opp Duragada Siri Hotel,Turuvanaroad,Chitradurga,577501,Karnataka,FAST FOOD,YES
Momos And Chaap,The Momos And Chaap,Shop No 1083 Prince Arcade 5th Corss,12th Main Hal 2nd Stage,Indiranagar,Bangalore,560008,Karnataka,FAST FOOD,YES
New Bhavani Kirana Oil And General Store,New Bhavani Kirana Oil And General Store,Road No 4,Kistareddipet,Sangareddy,Hyderbad,502319,Telangana,SUPER MARKET,YES
Shri Krishna Bhog,Shri Krishna Bhog,G F No 163 84 2 Shop No 1 4th Cross Road,Oppositte Aplollo Pharmacy Green Glen Layout,Bellandur,Bangalore,560103,Karnataka,FAST FOOD,YES
Anand General Store,Ishita Anand,Gali No 9,E Block,Uttam Nagar,New Delhi,110059,New Delhi,SUPER MARKET,YES
Dr Zombie,Spitfire Ventures Opc Private Limited,First Floor C 35 Connaught Place,Connaught Place,Connaught Place,New Delhi,110001,New Delhi,FAST FOOD,YES
Flavour Foods,Kp Flavourfood Private Limited,Ground Floor S 10 Sector 16 La Salora Gh 04b,La Salora,Sector 16,Gautam Buddh Nagar,201306,Uttar Pradesh,FAST FOOD,YES
Ruchiyidam Catering Service,Bindhu V,Quest Global Engineering Services Pvt Ltd 7th Flr,Quest Towers Technopark Campus,Karyavattom,Thiruvananthapuram,695581,Kerala,CANTEEN / CATERERS,YES
Chef Lebanon,Ajfan Hospitality Llp,Opposite Marva Auditorium,Thodukuthparambu,Othukkungal,Malappuram,676528,Kerala,FAST FOOD,YES
Urban Vada Pav,M R Street Foods Private Limited,Underground Area 1 1c 1 1c 1 Shop No B 1 Nawabganj,Nawabganj,Nawabganj,Kanpur,208002,Uttar Pradesh,FAST FOOD,YES
Urban Vada Pav,M R Street Foods Private Limited,Underground Area 1 1c 1 1c 1 Shop No B 1 Nawabganj,Nawabganj,Nawabganj,Kanpur,208002,Uttar Pradesh,FAST FOOD,YES
Urban Vada Pav,M R Street Foods Private Limited,112 Khalasi Line Near Aleen High School,Khalasi Line,Khalasi Line,Kanpur,208001,Uttar Pradesh,FAST FOOD,YES
Urban Vada Pav,M R Street Foods Private Limited,300 Swaroop Nagar Indane Gas,Swaroop Nagar,Swaroop Nagar,Kanpur,208002,Uttar Pradesh,FAST FOOD,YES
Urban Vada Pav Ashok Nagar,M R Street Foods Private Limited,111 A 243  Ashok Nagar,Ashok Nagar,Ashok Nagar,Kanpur,208012,Uttar Pradesh,FAST FOOD,YES
Urban Vada Pav Bhikhana Pahari,M R Street Foods Private Limited,Devarul Apartment Saidpur Rd Naya Tola Mauja Bhikhana Pahari,Bhikhana Pahari,Bhikhana Pahari,Patna,800004,Bihar,FAST FOOD,YES
Urban Vada Pav Chapra,M R Street Foods Private Limited,Shop No 64 Hatwa Market,Hatwa Market,Hatwa Market,Chhapra,841301,Bihar,FAST FOOD,YES
Cakermon Habra,Mba Weddingwala,1313 Jessore Road,Beside Icds Office,Jessore Road,Habra,743263,West Bengal,FAST FOOD,YES
Cakermon Habra,Mba Weddingwala,436,Pk Guha Road,Igmh School,Kolkata,700028,West Bengal,FAST FOOD,YES
Howrah Grills,Ricardas Kitchen,Bhartiya Centre Of Information Technology,Food Court Kannuru,Thanisandra Main Road,Bangalore,560064,Karnataka,FAST FOOD,YES
Howrah Grills,Ricardas Kitchen,M And M Complex No 6 337,Police Quarters Kothanur Post,Nagenahalli,Bangalore,560077,Karnataka,FAST FOOD,YES
Howrah Grills,Ricardas Kitchen,Gopalan Signature Mall Benniganahalli,Food Court Old Madras Road,Nagavarapalya,Bangalore,560093,Karnataka,FAST FOOD,YES
Urban Vada Pav Chawla Market,M R Street Foods Private Limited,128 44 F Block Kidwai Nagar Market,Kidwai Nagar Market,Chawla Market,Kanpur,208011,Uttar Pradesh,FAST FOOD,YES
Urban Vada Pav Cotton Mill Naini,M R Street Foods Private Limited,Bhatahi Tiraha Near Cotton Mill Refugee Colony Pac Colony Naini,Pac Colony,Naini,Naini,211008,Uttar Pradesh,FAST FOOD,YES
Urban Vada Pav Gauri Sarovar Jail Road,M R Street Foods Private Limited,S N Plaza Purani Basti Ward No 19 Lahar Road Gauri Sarovar Jail Road,Gauri Sarovar Jail Road,Gauri Sarovar Jail Road,Bhind,477001,Madhya Pradesh,FAST FOOD,YES
Urban Vada Pav Golghar,M R Street Foods Private Limited,Lgf 8b Swastik Trade Centre Gandhi Gali Near Garg Hospital Golghar,Golghar,Golghar,Gorakhpur,273001,Uttar Pradesh,FAST FOOD,YES
Urban Vada Pav Hotel Indralok,M R Street Foods Private Limited,Hotel Inderlok Old Civil Hospital Road Ambala City,Ambala City,Hotel Indralok,Ambala,134003,Haryana,FAST FOOD,YES
Urban Vada Pav Indira Nagar,M R Street Foods Private Limited,1186 B Block Opposite Saurabh Pathology Indira Nagar,Indira Nagar,Indira Nagar,Lucknow,226016,Uttar Pradesh,FAST FOOD,YES
Urban Vada Pav Kanakabagh,M R Street Foods Private Limited,B 181 P C Colony Kanka Bagh,Kanakabagh,Kanakabagh,Patna,800020,Bihar,FAST FOOD,YES
Urban Vada Pav Keshavpuram,M R Street Foods Private Limited,H 859 Satyam Vihar Kalyanpur Near Bank Of Baroda Atm,Kalyanpur,Keshavpuram,Kanpur,208017,Uttar Pradesh,FAST FOOD,YES
Urban Vada Pav Krrahi,M R Street Foods Private Limited,Shop No J47 Viswa Bank Barra Karrahi Road,Krrahi,Krrahi,Kanpur,208027,Uttar Pradesh,FAST FOOD,YES
Urban Vada Pav Lajpat Nagar,M R Street Foods Private Limited,120 192 30 Lajpat Nagar Opp Mariampur School,Lajpat Nagar,Lajpat Nagar,Kanpur,208005,Uttar Pradesh,FAST FOOD,YES
Urban Vada Pav Lal Bangla,M R Street Foods Private Limited,369 Block D Diffence Colony Kda Chauraha Opp Havmor Icecream,Lal Bangla,Lal Bangla,Kanpur,208007,Uttar Pradesh,FAST FOOD,YES
Urban Vada Pav Mahakal Vanijya Kendra,M R Street Foods Private Limited,2 3 Hig Mahakaal Vanijya Kendra Sector C Pawapuri Colony,Pawapuri Colony,Mahakal Vanijya Kendra,Ujjain,456010,Madhya Pradesh,FAST FOOD,YES
Urban Vada Pav Noida Extension,M R Street Foods Private Limited,Shop No 08d Ground Floor French Apartment Gh 07b Sector 16b Greater Noida,Noida Extension,Noida Extension,Noida,201301,Uttar Pradesh,FAST FOOD,YES
